city,dates,gender,outcome.runs,outcome.winner,player_of_match,team,umpires,venue,matchid,outcome.wickets,outcome.method,neutral_venue,match_type_number,year,did_win,bat_first,total_wins,win_percentage
North Sound,2019-11-06,female,,India,S Mandhana,West Indies,JM Williams,"Sir Vivian Richards Stadium, Antigua",1202251,6.0,,,1174.0,2019,False,True,1,0.16666666666666666
Potchefstroom,2019-02-11,female,7.0,South Africa,D van Niekerk,South Africa,Stephen Harris,Senwes Park,1168164,,,,1140.0,2019,True,True,3,0.42857142857142855
Potchefstroom,2019-02-17,female,,South Africa,M du Preez,South Africa,LB Gcuma,Senwes Park,1168166,6.0,,,1142.0,2019,True,False,3,0.42857142857142855
Potchefstroom,2019-05-06,female,,Pakistan,Sana Mir,South Africa,A Paleker,Senwes Park,1177015,8.0,,,1152.0,2019,False,True,3,0.42857142857142855
Potchefstroom,2019-05-09,female,,South Africa,M Klaas,South Africa,A Jacobs,Senwes Park,1177016,8.0,,,1153.0,2019,True,False,3,0.42857142857142855
Vadodara,2019-10-09,female,,India,PS Punia,South Africa,GR Sadashiv Iyer,Reliance Stadium,1200180,8.0,,,1167.0,2019,False,True,3,0.42857142857142855
Vadodara,2019-10-11,female,,India,PG Raut,South Africa,GR Sadashiv Iyer,Reliance Stadium,1200181,5.0,,,1168.0,2019,False,True,3,0.42857142857142855
Vadodara,2019-10-14,female,6.0,India,E Bisht,South Africa,GR Sadashiv Iyer,Reliance Stadium,1200182,,,,1169.0,2019,False,False,3,0.42857142857142855
Potchefstroom,2019-02-11,female,7.0,South Africa,D van Niekerk,Sri Lanka,BM White,Senwes Park,1168164,,,,1140.0,2019,False,False,0,0.0
Potchefstroom,2019-02-17,female,,South Africa,M du Preez,Sri Lanka,Stephen Harris,Senwes Park,1168166,6.0,,,1142.0,2019,False,True,0,0.0
Hambantota,2019-03-18,female,,England,,Sri Lanka,LE Hannibal,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1176433,6.0,,,1150.0,2019,False,True,0,0.0
Katunayake,2019-03-21,female,,England,,Sri Lanka,PN Udawatta,FTZ Sports Complex (BOI),1176434,8.0,,,1151.0,2019,False,True,0,0.0
Brisbane,2019-10-05,female,157.0,Australia,MM Lanning,Sri Lanka,SAJ Craig,Allan Border Field,1183513,,,,1164.0,2019,False,False,0,0.0
Brisbane,2019-10-07,female,110.0,Australia,RL Haynes,Sri Lanka,CA Polosak,Allan Border Field,1183514,,,,1165.0,2019,False,False,0,0.0
Brisbane,2019-10-09,female,,Australia,AJ Healy,Sri Lanka,SAJ Craig,Allan Border Field,1183515,9.0,,,1166.0,2019,False,True,0,0.0
Bready,2019-07-01,male,,Ireland,,Zimbabwe,S George,"Bready Cricket Club, Magheramason",1168517,4.0,,,4181.0,2019,False,True,1,0.2
Belfast,2019-07-04,male,5.0,Ireland,,Zimbabwe,S George,"Civil Service Cricket Club, Stormont",1168518,,,,4185.0,2019,False,False,1,0.2
Belfast,2019-07-07,male,,Ireland,,Zimbabwe,S George,"Civil Service Cricket Club, Stormont",1168519,6.0,,,4189.0,2019,False,True,1,0.2
Harare,2019-04-10,male,,Zimbabwe,TL Chatara,Zimbabwe,L Rusere,Harare Sports Club,1179272,7.0,,,4121.0,2019,True,False,1,0.2
Deventer,2019-06-21,male,,Netherlands,,Zimbabwe,WPM van Liemt,Sportpark Het Schootsveld,1188378,3.0,,,4167.0,2019,False,True,1,0.2
Dubai,2019-01-25,male,,United Arab Emirates,Amir Hayat,United Arab Emirates,Akbar Ali,ICC Academy,1170454,3.0,,,4083.0,2019,True,False,2,0.2857142857142857
Dubai,2019-01-26,male,145.0,Nepal,Sompal Kami,United Arab Emirates,Iftikhar Ali,ICC Academy,1170455,,,,4086.0,2019,False,False,2,0.2857142857142857
Dubai,2019-01-28,male,,Nepal,P Khadka,United Arab Emirates,Iftikhar Ali,ICC Academy,1170456,4.0,,,4089.0,2019,False,True,2,0.2857142857142857
Harare,2019-04-10,male,,Zimbabwe,TL Chatara,United Arab Emirates,S George,Harare Sports Club,1179272,7.0,,,4121.0,2019,False,True,2,0.2857142857142857
Sharjah,2019-12-08,male,,United States of America,Aaron Jones,United Arab Emirates,Ahsan Raza,Sharjah Cricket Stadium,1206059,3.0,,,4216.0,2019,False,True,2,0.2857142857142857
Dubai,2019-12-12,male,98.0,United States of America,SN Netravalkar,United Arab Emirates,Iftikhar Ali,ICC Academy,1206062,,,,4218.0,2019,False,False,2,0.2857142857142857
Dubai,2019-12-15,male,,United Arab Emirates,Basil Hameed,United Arab Emirates,Iftikhar Ali,ICC Academy,1206064,7.0,,,4220.0,2019,True,False,2,0.2857142857142857
Dubai,2019-01-25,male,,United Arab Emirates,Amir Hayat,Nepal,Nitin Menon,ICC Academy,1170454,3.0,,,4083.0,2019,False,True,2,0.6666666666666666
Dubai,2019-01-26,male,145.0,Nepal,Sompal Kami,Nepal,Nitin Menon,ICC Academy,1170455,,,,4086.0,2019,True,True,2,0.6666666666666666
Dubai,2019-01-28,male,,Nepal,P Khadka,Nepal,Nitin Menon,ICC Academy,1170456,4.0,,,4089.0,2019,True,False,2,0.6666666666666666
Dubai,2019-02-07,female,146.0,West Indies,DJS Dottin,Pakistan,Rashid Riaz,Dubai International Cricket Stadium,1172210,,,,1137.0,2019,False,False,2,0.3333333333333333
Dubai,2019-02-09,female,34.0,Pakistan,Sidra Ameen,Pakistan,Asif Yaqoob,ICC Academy,1172211,,,,1138.0,2019,True,True,2,0.3333333333333333
Potchefstroom,2019-05-06,female,,Pakistan,Sana Mir,Pakistan,BP Jele,Senwes Park,1177015,8.0,,,1152.0,2019,True,False,2,0.3333333333333333
Potchefstroom,2019-05-09,female,,South Africa,M Klaas,Pakistan,BP Jele,Senwes Park,1177016,8.0,,,1153.0,2019,False,True,2,0.3333333333333333
Kuala Lumpur,2019-12-09,female,75.0,England,DN Wyatt,Pakistan,Rashid Riaz,Kinrara Academy Oval,1208344,,,,1175.0,2019,False,False,2,0.3333333333333333
Kuala Lumpur,2019-12-12,female,127.0,England,HC Knight,Pakistan,Rashid Riaz,Kinrara Academy Oval,1208345,,,,1176.0,2019,False,False,2,0.3333333333333333
Windhoek,2019-04-27,male,,Papua New Guinea,N Vanua,Papua New Guinea,HKG Jansen,Affies Park,1174844,5.0,,,4126.0,2019,True,False,1,0.125
Aberdeen,2019-08-14,male,,Oman,Sandeep Goud,Papua New Guinea,DH Mclean,Mannofield Park,1196670,4.0,,,4198.0,2019,False,True,1,0.125
Aberdeen,2019-08-17,male,,Scotland,,Papua New Guinea,R Black,Mannofield Park,1196672,3.0,,,4201.0,2019,False,True,1,0.125
Aberdeen,2019-08-20,male,38.0,Scotland,RD Berrington,Papua New Guinea,AJT Dowdalls,Mannofield Park,1196674,,,,4203.0,2019,False,False,1,0.125
Aberdeen,2019-08-21,male,,Oman,Aqib Ilyas,Papua New Guinea,DH Mclean,Mannofield Park,1196675,4.0,,,4204.0,2019,False,True,1,0.125
Lauderhill,2019-09-19,male,62.0,United States of America,K Gore,Papua New Guinea,Vijaya Mallela,Central Broward Regional Park Stadium Turf Ground,1199227,,,,4207.0,2019,False,False,1,0.125
Lauderhill,2019-09-22,male,,Namibia,MG Erasmus,Papua New Guinea,SN Bandekar,Central Broward Regional Park Stadium Turf Ground,1199229,4.0,,,4209.0,2019,False,True,1,0.125
Lauderhill,2019-09-23,male,27.0,Namibia,A Vala,Papua New Guinea,Vijaya Mallela,Central Broward Regional Park Stadium Turf Ground,1199230,,,,4210.0,2019,False,False,1,0.125
Windhoek,2019-04-27,male,,Papua New Guinea,N Vanua,United States of America,C Thorburn,Affies Park,1174844,5.0,,,4126.0,2019,False,True,5,0.7142857142857143
Lauderhill,2019-09-17,male,,United States of America,Steven Ryan Taylor,United States of America,Jermaine Lindo,Central Broward Regional Park Stadium Turf Ground,1199226,5.0,,,4206.0,2019,True,False,5,0.7142857142857143
Lauderhill,2019-09-19,male,62.0,United States of America,K Gore,United States of America,JM Williams,Central Broward Regional Park Stadium Turf Ground,1199227,,,,4207.0,2019,True,True,5,0.7142857142857143
Sharjah,2019-12-08,male,,United States of America,Aaron Jones,United States of America,Shiju Sam,Sharjah Cricket Stadium,1206059,3.0,,,4216.0,2019,True,False,5,0.7142857142857143
Sharjah,2019-12-09,male,35.0,United States of America,MD Patel,United States of America,Shiju Sam,Sharjah Cricket Stadium,1206060,,,,4217.0,2019,True,True,5,0.7142857142857143
Dubai,2019-12-12,male,98.0,United States of America,SN Netravalkar,United States of America,Ahsan Raza,ICC Academy,1206062,,,,4218.0,2019,True,True,5,0.7142857142857143
Dubai,2019-12-14,male,,Scotland,JH Davey,United States of America,Shiju Sam,ICC Academy,1206063,4.0,,,4219.0,2019,False,True,5,0.7142857142857143
Windhoek,2019-04-27,male,145.0,Namibia,JN Frylinck,Namibia,CA Polosak,Wanderers Cricket Ground,1174845,,,,4125.0,2019,True,True,3,0.75
Lauderhill,2019-09-17,male,,United States of America,Steven Ryan Taylor,Namibia,JM Williams,Central Broward Regional Park Stadium Turf Ground,1199226,5.0,,,4206.0,2019,False,True,3,0.75
Lauderhill,2019-09-22,male,,Namibia,MG Erasmus,Namibia,Jermaine Lindo,Central Broward Regional Park Stadium Turf Ground,1199229,4.0,,,4209.0,2019,True,False,3,0.75
Lauderhill,2019-09-23,male,27.0,Namibia,A Vala,Namibia,JM Williams,Central Broward Regional Park Stadium Turf Ground,1199230,,,,4210.0,2019,True,True,3,0.75
Windhoek,2019-04-27,male,145.0,Namibia,JN Frylinck,Oman,D Odhiambo,Wanderers Cricket Ground,1174845,,,,4125.0,2019,False,False,3,0.6
Aberdeen,2019-08-14,male,,Oman,Sandeep Goud,Oman,AJT Dowdalls,Mannofield Park,1196670,4.0,,,4198.0,2019,True,False,3,0.6
Aberdeen,2019-08-15,male,,Oman,Khawar Ali,Oman,R Black,Mannofield Park,1196671,8.0,,,4200.0,2019,True,False,3,0.6
Aberdeen,2019-08-18,male,85.0,Scotland,Hamza Tahir,Oman,R Black,Mannofield Park,1196673,,,,4202.0,2019,False,False,3,0.6
Aberdeen,2019-08-21,male,,Oman,Aqib Ilyas,Oman,AJT Dowdalls,Mannofield Park,1196675,4.0,,,4204.0,2019,True,False,3,0.6
Sydney,2020-03-13,male,71.0,Australia,MR Marsh,Australia,P Wilson,Sydney Cricket Ground,1183537,,,,4255.0,2020,True,True,6,0.46153846153846156
Paarl,2020-02-29,male,74.0,South Africa,H Klaasen,Australia,NJ Llong,Boland Park,1185319,,,,4248.0,2020,False,False,6,0.46153846153846156
Bloemfontein,2020-03-04,male,,South Africa,JN Malan,Australia,RK Illingworth,Mangaung Oval,1185320,6.0,,,4252.0,2020,False,True,6,0.46153846153846156
Potchefstroom,2020-03-07,male,,South Africa,JT Smuts,Australia,AT Holdstock,Senwes Park,1185321,6.0,,,4254.0,2020,False,True,6,0.46153846153846156
Mumbai,2020-01-14,male,,Australia,DA Warner,Australia,MA Gough,Wankhede Stadium,1187027,10.0,,,4231.0,2020,True,False,6,0.46153846153846156
Rajkot,2020-01-17,male,36.0,India,KL Rahul,Australia,VK Sharma,Saurashtra Cricket Association Stadium,1187028,,,,4232.0,2020,False,False,6,0.46153846153846156
Bengaluru,2020-01-19,male,,India,RG Sharma,Australia,VK Sharma,M.Chinnaswamy Stadium,1187029,7.0,,,4233.0,2020,False,True,6,0.46153846153846156
Manchester,2020-09-11,male,19.0,Australia,JR Hazlewood,Australia,RA Kettleborough,Old Trafford,1198238,,,,4259.0,2020,True,True,6,0.46153846153846156
Manchester,2020-09-13,male,24.0,England,JC Archer,Australia,MJ Saggers,Old Trafford,1198239,,,,4260.0,2020,False,False,6,0.46153846153846156
Manchester,2020-09-16,male,,Australia,GJ Maxwell,Australia,AG Wharf,Old Trafford,1198240,3.0,,,4261.0,2020,True,False,6,0.46153846153846156
,2020-11-27,male,66.0,Australia,SPD Smith,Australia,RJ Tucker,Sydney Cricket Ground,1223955,,,,4265.0,2020,True,True,6,0.46153846153846156
,2020-11-29,male,51.0,Australia,SPD Smith,Australia,GA Abood,Sydney Cricket Ground,1223956,,,,4266.0,2020,True,True,6,0.46153846153846156
Canberra,2020-12-02,male,13.0,India,HH Pandya,Australia,BNJ Oxenford,Manuka Oval,1223957,,,,4267.0,2020,False,False,6,0.46153846153846156
Sydney,2020-03-13,male,71.0,Australia,MR Marsh,New Zealand,M Erasmus,Sydney Cricket Ground,1183537,,,,4255.0,2020,False,False,3,0.75
Hamilton,2020-02-05,male,,New Zealand,LRPL Taylor,New Zealand,SB Haig,Seddon Park,1187682,4.0,,,4235.0,2020,True,False,3,0.75
Auckland,2020-02-08,male,22.0,New Zealand,KA Jamieson,New Zealand,CM Brown,Eden Park,1187683,,,,4239.0,2020,True,True,3,0.75
Mount Maunganui,2020-02-11,male,,New Zealand,HM Nicholls,New Zealand,CM Brown,Bay Oval,1187684,5.0,,,4243.0,2020,True,False,3,0.75
Cape Town,2020-02-04,male,,South Africa,Q de Kock,South Africa,S George,Newlands,1185310,7.0,,,4234.0,2020,True,False,4,0.8
Johannesburg,2020-02-09,male,,England,AU Rashid,South Africa,S George,The Wanderers Stadium,1185312,2.0,,,4242.0,2020,False,True,4,0.8
Paarl,2020-02-29,male,74.0,South Africa,H Klaasen,South Africa,AT Holdstock,Boland Park,1185319,,,,4248.0,2020,True,True,4,0.8
Bloemfontein,2020-03-04,male,,South Africa,L Ngidi,South Africa,BP Jele,Mangaung Oval,1185320,6.0,,,4252.0,2020,True,False,4,0.8
Potchefstroom,2020-03-07,male,,South Africa,JT Smuts,South Africa,RK Illingworth,Senwes Park,1185321,6.0,,,4254.0,2020,True,False,4,0.8
Cape Town,2020-02-04,male,,South Africa,Q de Kock,England,GO Brathwaite,Newlands,1185310,7.0,,,4234.0,2020,False,True,4,0.5
Johannesburg,2020-02-09,male,,England,AU Rashid,England,GO Brathwaite,The Wanderers Stadium,1185312,2.0,,,4242.0,2020,True,False,4,0.5
Manchester,2020-09-11,male,19.0,Australia,JR Hazlewood,England,DJ Millns,Old Trafford,1198238,,,,4259.0,2020,False,False,4,0.5
Manchester,2020-09-13,male,24.0,England,JC Archer,England,MA Gough,Old Trafford,1198239,,,,4260.0,2020,True,True,4,0.5
Manchester,2020-09-16,male,,Australia,GJ Maxwell,England,RK Illingworth,Old Trafford,1198240,3.0,,,4261.0,2020,False,True,4,0.5
Southampton,2020-07-30,male,,England,DJ Willey,England,AG Wharf,The Rose Bowl,1198247,6.0,,,4256.0,2020,True,False,4,0.5
Southampton,2020-08-01,male,,England,JM Bairstow,England,AG Wharf,The Rose Bowl,1198248,4.0,,,4257.0,2020,True,False,4,0.5
Southampton,2020-08-04,male,,Ireland,PR Stirling,England,MJ Saggers,The Rose Bowl,1198249,7.0,,,4258.0,2020,False,True,4,0.5
Mumbai,2020-01-14,male,,Australia,DA Warner,India,C Shamshuddin,Wankhede Stadium,1187027,10.0,,,4231.0,2020,False,True,3,0.3333333333333333
Rajkot,2020-01-17,male,36.0,India,KL Rahul,India,RA Kettleborough,Saurashtra Cricket Association Stadium,1187028,,,,4232.0,2020,True,True,3,0.3333333333333333
Bengaluru,2020-01-19,male,,India,RG Sharma,India,MA Gough,M.Chinnaswamy Stadium,1187029,7.0,,,4233.0,2020,True,False,3,0.3333333333333333
Hamilton,2020-02-05,male,,New Zealand,LRPL Taylor,India,L Rusere,Seddon Park,1187682,4.0,,,4235.0,2020,False,True,3,0.3333333333333333
Auckland,2020-02-08,male,22.0,New Zealand,KA Jamieson,India,BNJ Oxenford,Eden Park,1187683,,,,4239.0,2020,False,False,3,0.3333333333333333
Mount Maunganui,2020-02-11,male,,New Zealand,HM Nicholls,India,L Rusere,Bay Oval,1187684,5.0,,,4243.0,2020,False,True,3,0.3333333333333333
,2020-11-27,male,66.0,Australia,SPD Smith,India,SJ Nogajski,Sydney Cricket Ground,1223955,,,,4265.0,2020,False,False,3,0.3333333333333333
,2020-11-29,male,51.0,Australia,SPD Smith,India,PR Reiffel,Sydney Cricket Ground,1223956,,,,4266.0,2020,False,False,3,0.3333333333333333
Canberra,2020-12-02,male,13.0,India,HH Pandya,India,P Wilson,Manuka Oval,1223957,,,,4267.0,2020,True,True,3,0.3333333333333333
Auckland,2020-01-25,female,,South Africa,L Lee,New Zealand,BF Bowden,Eden Park Outer Oval,1187714,7.0,,,1178.0,2020,False,True,0,0.0
Auckland,2020-01-27,female,,South Africa,M Kapp,New Zealand,BF Bowden,Eden Park Outer Oval,1187715,8.0,,,1179.0,2020,False,True,0,0.0
Hamilton,2020-01-30,female,,South Africa,S Luus,New Zealand,JM Dempsey,Seddon Park,1187716,6.0,,,1180.0,2020,False,True,0,0.0
Brisbane,2020-10-03,female,,Australia,G Wareham,New Zealand,BNJ Oxenford,Allan Border Field,1223944,7.0,,,1181.0,2020,False,True,0,0.0
Brisbane,2020-10-05,female,,Australia,MM Lanning,New Zealand,MW Graham-Smith,Allan Border Field,1223945,4.0,,,1182.0,2020,False,True,0,0.0
Brisbane,2020-10-07,female,232.0,Australia,RL Haynes,New Zealand,DM Koch,Allan Border Field,1223946,,,,1183.0,2020,False,False,0,0.0
Auckland,2020-01-25,female,,South Africa,L Lee,South Africa,Kim Cotton,Eden Park Outer Oval,1187714,7.0,,,1178.0,2020,True,False,3,1.0
Auckland,2020-01-27,female,,South Africa,M Kapp,South Africa,A Mehrotra,Eden Park Outer Oval,1187715,8.0,,,1179.0,2020,True,False,3,1.0
Hamilton,2020-01-30,female,,South Africa,S Luus,South Africa,Kim Cotton,Seddon Park,1187716,6.0,,,1180.0,2020,True,False,3,1.0
Deventer,2019-06-21,male,,Netherlands,,Netherlands,AT Holdstock,Sportpark Het Schootsveld,1188378,3.0,,,4167.0,2019,True,False,1,1.0
Aberdeen,2019-08-15,male,,Oman,Khawar Ali,Scotland,DH Mclean,Mannofield Park,1196671,8.0,,,4200.0,2019,False,True,4,0.5714285714285714
Aberdeen,2019-08-17,male,,Scotland,,Scotland,DA Haggo,Mannofield Park,1196672,3.0,,,4201.0,2019,True,False,4,0.5714285714285714
Aberdeen,2019-08-18,male,85.0,Scotland,Hamza Tahir,Scotland,DA Haggo,Mannofield Park,1196673,,,,4202.0,2019,True,True,4,0.5714285714285714
Aberdeen,2019-08-20,male,38.0,Scotland,RD Berrington,Scotland,R Black,Mannofield Park,1196674,,,,4203.0,2019,True,True,4,0.5714285714285714
Sharjah,2019-12-09,male,35.0,United States of America,MD Patel,Scotland,Iftikhar Ali,Sharjah Cricket Stadium,1206060,,,,4217.0,2019,False,False,4,0.5714285714285714
Dubai,2019-12-14,male,,Scotland,JH Davey,Scotland,Iftikhar Ali,ICC Academy,1206063,4.0,,,4219.0,2019,True,False,4,0.5714285714285714
Dubai,2019-12-15,male,,United Arab Emirates,Basil Hameed,Scotland,Ahsan Raza,ICC Academy,1206064,7.0,,,4220.0,2019,False,True,4,0.5714285714285714
Southampton,2020-07-30,male,,England,DJ Willey,Ireland,M Burns,The Rose Bowl,1198247,6.0,,,4256.0,2020,False,True,1,0.2
Southampton,2020-08-01,male,,England,JM Bairstow,Ireland,DJ Millns,The Rose Bowl,1198248,4.0,,,4257.0,2020,False,True,1,0.2
Southampton,2020-08-04,male,,Ireland,PR Stirling,Ireland,DJ Millns,The Rose Bowl,1198249,7.0,,,4258.0,2020,True,False,1,0.2
Bridgetown,2020-01-07,male,,West Indies,AS Joseph,Ireland,RSA Palliyaguruge,"Kensington Oval, Barbados",1203673,5.0,,,4226.0,2020,False,True,1,0.2
Bridgetown,2020-01-09,male,,West Indies,AS Joseph,Ireland,RK Illingworth,"Kensington Oval, Barbados",1203674,1.0,,,4229.0,2020,False,True,1,0.2
Bridgetown,2020-01-07,male,,West Indies,AS Joseph,West Indies,JS Wilson,"Kensington Oval, Barbados",1203673,5.0,,,4226.0,2020,True,False,2,0.4
Bridgetown,2020-01-09,male,,West Indies,AS Joseph,West Indies,JS Wilson,"Kensington Oval, Barbados",1203674,1.0,,,4229.0,2020,True,False,2,0.4
Colombo,2020-02-22,male,,Sri Lanka,PWH de Silva,West Indies,RSA Palliyaguruge,Sinhalese Sports Club Ground,1213871,1.0,,,4246.0,2020,False,True,2,0.4
Hambantota,2020-02-26,male,161.0,Sri Lanka,WIA Fernando,West Indies,M Erasmus,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1213872,,,,4247.0,2020,False,False,2,0.4
Kandy,2020-03-01,male,6.0,Sri Lanka,AD Mathews,West Indies,RR Wimalasiri,Pallekele International Cricket Stadium,1213873,,,,4250.0,2020,False,False,2,0.4
Al Amarat,2020-01-05,male,,Oman,Aqib Ilyas,Oman,Rahul Asher,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211169,5.0,,,4224.0,2020,True,False,5,0.8333333333333334
Al Amarat,2020-01-08,male,52.0,Namibia,CG Williams,Oman,Harikrishna Pillai,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211171,,,,4227.0,2020,False,False,5,0.8333333333333334
Kirtipur,2020-02-05,male,18.0,Oman,Mohammad Nadeem,Oman,BB Pradhan,Tribhuvan University International Cricket Ground,1215122,,,,4236.0,2020,True,True,5,0.8333333333333334
Kirtipur,2020-02-06,male,,Oman,Mohammad Nadeem,Oman,DN Subedi,Tribhuvan University International Cricket Ground,1215123,6.0,,,4237.0,2020,True,False,5,0.8333333333333334
Kirtipur,2020-02-09,male,,Oman,Aqib Ilyas,Oman,DN Subedi,Tribhuvan University International Cricket Ground,1215125,8.0,,,4241.0,2020,True,False,5,0.8333333333333334
Kirtipur,2020-02-11,male,92.0,Oman,Aqib Ilyas,Oman,DN Subedi,Tribhuvan University International Cricket Ground,1215126,,,,4244.0,2020,True,True,5,0.8333333333333334
Al Amarat,2020-01-05,male,,Oman,Aqib Ilyas,United Arab Emirates,LE Hannibal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211169,5.0,,,4224.0,2020,False,True,2,0.6666666666666666
Al Amarat,2020-01-06,male,8.0,United Arab Emirates,Rohan Mustafa,United Arab Emirates,Vinod Babu,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211170,,,,4225.0,2020,True,True,2,0.6666666666666666
Al Amarat,2020-01-09,male,,United Arab Emirates,Ahmed Raza,United Arab Emirates,Rahul Asher,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211173,8.0,,,4228.0,2020,True,False,2,0.6666666666666666
Al Amarat,2020-01-06,male,8.0,United Arab Emirates,Rohan Mustafa,Namibia,Rahul Asher,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211170,,,,4225.0,2020,False,False,1,0.3333333333333333
Al Amarat,2020-01-08,male,52.0,Namibia,CG Williams,Namibia,LE Hannibal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211171,,,,4227.0,2020,True,True,1,0.3333333333333333
Al Amarat,2020-01-09,male,,United Arab Emirates,Ahmed Raza,Namibia,Harikrishna Pillai,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),1211173,8.0,,,4228.0,2020,False,True,1,0.3333333333333333
Colombo,2020-02-22,male,,Sri Lanka,PWH de Silva,Sri Lanka,P Wilson,Sinhalese Sports Club Ground,1213871,1.0,,,4246.0,2020,True,False,3,1.0
Hambantota,2020-02-26,male,161.0,Sri Lanka,WIA Fernando,Sri Lanka,LE Hannibal,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",1213872,,,,4247.0,2020,True,True,3,1.0
Kandy,2020-03-01,male,6.0,Sri Lanka,AD Mathews,Sri Lanka,P Wilson,Pallekele International Cricket Stadium,1213873,,,,4250.0,2020,True,True,3,1.0
